week,prev_week,novelty
2026-W16,2026-W15,5.8926100730896
2026-W17,2026-W16,5.850425720214844
2026-W18,2026-W17,6.027334213256836
2026-W19,2026-W18,6.173430442810059
2026-W20,2026-W19,6.085383892059326
2026-W21,2026-W20,6.060840606689453
2026-W22,2026-W21,12.21717357635498
2026-W23,2026-W22,13.259489059448242
2026-W24,2026-W23,10.914091110229492
2026-W25,2026-W24,11.025816917419434
