week,prev_week,centroid_drift
2026-W16,2026-W15,0.6402377486228943
2026-W17,2026-W16,0.6378301382064819
2026-W18,2026-W17,0.45792368054389954
2026-W19,2026-W18,0.6542292833328247
2026-W20,2026-W19,0.4807264506816864
2026-W21,2026-W20,0.42426931858062744
2026-W22,2026-W21,7.37003755569458
2026-W23,2026-W22,7.752021789550781
2026-W24,2026-W23,0.9508091807365417
2026-W25,2026-W24,1.135227084159851
