week,cluster_id,n_teams,weight,win_rate,share
2026-W24,10,116,239.11856174468994,0.5394736842105263,0.11848628330086398
2026-W24,12,56,84.55227470397949,0.43902439024390244,0.041896725629375624
2026-W24,13,140,234.66639614105225,0.6,0.11628017871757271
2026-W24,15,48,96.65017318725586,0.7647058823529411,0.04789138792817731
2026-W24,17,69,90.29650688171387,0.5909090909090909,0.044743065604787795
2026-W24,18,41,48.07920837402344,0.4375,0.023823858184494617
2026-W24,21,70,99.39093685150146,0.4888888888888889,0.049249471121774184
2026-W24,22,172,311.41425704956055,0.5614035087719298,0.1543097182229589
2026-W24,23,43,57.17866230010986,0.42857142857142855,0.028332753135613474
2026-W25,1,15,15.0,0.6666666666666666,0.03424657534246575
2026-W25,2,34,34.0,0.64,0.0776255707762557
2026-W25,4,30,30.0,0.6666666666666666,0.0684931506849315
2026-W25,5,21,21.0,0.5263157894736842,0.04794520547945205
2026-W25,6,18,18.0,0.8,0.0410958904109589
2026-W25,7,25,25.0,0.4166666666666667,0.05707762557077625
2026-W25,9,27,27.0,0.6363636363636364,0.06164383561643835
2026-W25,10,44,44.0,0.5,0.1004566210045662
2026-W25,12,10,10.0,0.4,0.0228310502283105
2026-W25,13,35,35.0,0.6,0.07990867579908675
2026-W25,15,28,28.0,0.4090909090909091,0.0639269406392694
2026-W25,17,21,21.0,0.4375,0.04794520547945205
2026-W25,18,24,24.0,0.5294117647058824,0.0547945205479452
2026-W25,21,24,24.0,0.625,0.0547945205479452
2026-W25,22,66,66.0,0.64,0.1506849315068493
2026-W25,23,16,16.0,0.6363636363636364,0.0365296803652968
