week,entropy_bits,n_units
2026-W15,2.7160785511414822,8
2026-W16,2.8188633619720544,8
2026-W17,2.795172888932994,8
2026-W18,2.748149963171899,8
2026-W19,2.720398822642091,8
2026-W20,2.763570495569728,8
2026-W21,2.76670546671735,8
2026-W22,4.200444018635276,24
2026-W23,3.7785951541814446,16
2026-W24,3.8228695660218044,16
2026-W25,3.8886371127815624,16
